<a href="http://www.actgate.com/pipe.html" target="_blank" ><img src="http://quickmap.lroc.asu.edu/img/pipe_logo_40.jpg" /></a>

<br /><br />

position,GLD100,lon,lat
     63.82028,  -2253.00000,     23.26960,    -13.69935
     64.35659,  -1887.00000,     23.28575,    -13.69120
     64.89289,  -1671.00000,     23.30191,    -13.68305
     65.42920,  -1322.00000,     23.31806,    -13.67489
     65.96550,  -1124.00000,     23.33421,    -13.66674
     66.50181,  -1049.00000,     23.35036,    -13.65859
     67.03811,  -1137.00000,     23.36651,    -13.65043
     67.57442,  -1246.00000,     23.38266,    -13.64228
     68.11072,  -1316.00000,     23.39881,    -13.63412
     68.64703,  -1382.00000,     23.41496,    -13.62596
     69.18333,  -1437.00000,     23.43110,    -13.61780
     69.71964,  -1490.00000,     23.44725,    -13.60964
     70.25594,  -1537.00000,     23.46339,    -13.60148
     70.79225,  -1651.00000,     23.47953,    -13.59332
     71.32855,  -1728.00000,     23.49568,    -13.58515
     71.86486,  -1827.00000,     23.51182,    -13.57699
     72.40116,  -1830.00000,     23.52796,    -13.56882
     72.93747,  -1794.00000,     23.54409,    -13.56066
     73.47377,  -1728.00000,     23.56023,    -13.55249
     74.01008,  -1607.00000,     23.57637,    -13.54432
     74.54638,  -1541.00000,     23.59250,    -13.53615
     75.08269,  -1570.00000,     23.60863,    -13.52798
     75.61899,  -1613.00000,     23.62477,    -13.51981
     76.15530,  -1664.00000,     23.64090,    -13.51163
     76.69160,  -1664.00000,     23.65703,    -13.50346
     77.22791,  -1647.00000,     23.67316,    -13.49528
     77.76421,  -1623.00000,     23.68929,    -13.48711
     78.30051,  -1604.00000,     23.70541,    -13.47893
     78.83682,  -1608.00000,     23.72154,    -13.47075
     79.37312,  -1625.00000,     23.73766,    -13.46258
     79.90943,  -1606.00000,     23.75379,    -13.45439
     80.44573,  -1579.00000,     23.76991,    -13.44621
     80.98204,  -1549.00000,     23.78603,    -13.43803
     81.51834,  -1536.00000,     23.80215,    -13.42985
